grad_step,env_steps,window_len,penalty_len,n_windows,unique_eps,critic,sv_01,sv_02,sv_03,sv_04,sv_05,sv_06,sv_07,sv_08,sv_09,sv_10,sv_11,sv_12,sv_13,sv_14,sv_15,sv_16,sv_17,pen_sv_01,pen_sv_02
120000,130001,17,2,251,117,0,8615.5361328125,147.94932556152344,65.57783508300781,24.209882736206055,10.082239151000977,6.01598596572876,3.7202231884002686,3.0167808532714844,2.437399387359619,2.1772773265838623,1.6169780492782593,1.5809531211853027,1.519875168800354,1.353054404258728,1.3295611143112183,1.2096747159957886,1.0801440477371216,2949.450439453125,7.4504194259643555
120000,130001,17,2,251,117,1,8620.861328125,148.8652801513672,65.42666625976562,24.422279357910156,10.236427307128906,5.774623870849609,3.8037755489349365,3.025296449661255,2.4027113914489746,2.156403064727783,1.700985312461853,1.634412407875061,1.5198677778244019,1.3800424337387085,1.229925274848938,1.110975742340088,1.0746803283691406,2951.288330078125,7.490840435028076
125000,135001,17,2,254,116,0,9207.8759765625,186.4960174560547,66.51717376708984,25.630985260009766,10.226008415222168,5.49139928817749,4.037853717803955,2.9561891555786133,2.4749486446380615,1.8139264583587646,1.7451153993606567,1.5860544443130493,1.524086356163025,1.3847391605377197,1.3412953615188599,1.1303662061691284,1.111992359161377,3157.912841796875,8.845769882202148
125000,135001,17,2,254,116,1,9207.1552734375,186.03042602539062,66.22586059570312,25.52720069885254,10.38589859008789,5.6872453689575195,4.1336493492126465,2.9186081886291504,2.7132997512817383,1.963167667388916,1.7588818073272705,1.5383068323135376,1.4360357522964478,1.3654906749725342,1.3003406524658203,1.1534779071807861,1.0506912469863892,3157.570556640625,8.545960426330566
130000,140001,17,2,247,115,0,9172.818359375,153.27064514160156,60.280818939208984,21.919546127319336,9.343667030334473,4.91685152053833,3.394897937774658,2.785651445388794,2.0794601440429688,1.7738289833068848,1.6148183345794678,1.4754197597503662,1.3392740488052368,1.2401397228240967,1.2197062969207764,1.151856541633606,1.0227347612380981,3139.607421875,7.218652725219727
130000,140001,17,2,247,115,1,9176.8330078125,152.9547119140625,60.71186828613281,21.89140510559082,9.320857048034668,5.0987019538879395,3.6147754192352295,2.6856656074523926,2.3400535583496094,1.997990608215332,1.6582269668579102,1.54696524143219,1.4464741945266724,1.3271093368530273,1.2823364734649658,1.2212694883346558,1.0789676904678345,3140.906005859375,7.138049602508545
135000,145001,17,2,251,115,0,9596.919921875,129.3270263671875,64.75733947753906,20.395156860351562,11.202168464660645,5.614799976348877,3.4982705116271973,3.0473530292510986,2.3366940021514893,1.8114542961120605,1.6838622093200684,1.5510139465332031,1.3924018144607544,1.3667281866073608,1.245511531829834,1.0925692319869995,0.9753150343894958,3289.82080078125,6.957319259643555
135000,145001,17,2,251,115,1,9598.1630859375,130.0934600830078,64.31922912597656,20.105316162109375,11.099406242370605,5.555756568908691,3.3840348720550537,2.921921968460083,2.2456295490264893,1.9109611511230469,1.651779055595398,1.5194628238677979,1.3716137409210205,1.3553780317306519,1.1582854986190796,1.109449028968811,1.057851791381836,3289.92529296875,6.819493770599365
140000,150001,17,2,252,126,0,10064.28515625,154.67205810546875,70.08615112304688,22.6634578704834,11.195904731750488,5.702137470245361,3.650312900543213,2.667273998260498,2.3820724487304688,2.098958730697632,1.7837623357772827,1.6432501077651978,1.5622427463531494,1.3962339162826538,1.2643964290618896,1.1239113807678223,1.0407453775405884,3459.405029296875,6.980414390563965
140000,150001,17,2,252,126,1,10062.76953125,155.28929138183594,70.61042785644531,22.83890724182129,11.001163482666016,5.717034816741943,3.872901678085327,2.6708874702453613,2.4047064781188965,2.104724884033203,1.7829536199569702,1.6083422899246216,1.5433586835861206,1.4990556240081787,1.3394964933395386,1.2172600030899048,1.0892047882080078,3458.9208984375,7.064692497253418
145000,155001,17,2,253,126,0,10426.509765625,157.05862426757812,68.57393646240234,23.869794845581055,10.36544132232666,6.220951080322266,3.3295435905456543,2.8849611282348633,2.01057767868042,1.7923096418380737,1.670753836631775,1.4573442935943604,1.3066850900650024,1.152145504951477,1.082642912864685,1.0245851278305054,0.9591302275657654,3571.53173828125,8.244053840637207
145000,155001,17,2,253,126,1,10429.8349609375,156.9087677001953,69.0940170288086,23.879796981811523,10.234546661376953,6.066397666931152,3.5710060596466064,2.839448928833008,1.9976634979248047,1.8932156562805176,1.6433271169662476,1.574873685836792,1.2786412239074707,1.1936229467391968,1.0803210735321045,1.0350391864776611,0.8708473443984985,3572.625,7.988788604736328
150000,160001,17,2,254,127,0,10642.2333984375,163.81552124023438,78.59396362304688,21.09779167175293,12.679969787597656,5.44016695022583,3.7441868782043457,3.1015284061431885,2.3921401500701904,1.987969994544983,1.7542779445648193,1.6694912910461426,1.4001789093017578,1.3005857467651367,1.2627075910568237,1.1853500604629517,1.1579480171203613,3642.677734375,8.02470588684082
150000,160001,17,2,254,127,1,10643.390625,164.23159790039062,78.4328384399414,20.946550369262695,12.443082809448242,5.564655303955078,3.6619505882263184,3.0068278312683105,2.407801628112793,2.250866651535034,1.7856258153915405,1.5591590404510498,1.4285757541656494,1.4023805856704712,1.2851381301879883,1.2032954692840576,1.1045379638671875,3642.81787109375,8.130858421325684
155000,165001,17,2,251,123,0,10998.4873046875,164.47679138183594,74.43450927734375,25.541563034057617,11.548173904418945,6.474964141845703,4.214225769042969,2.5713813304901123,2.1353023052215576,1.9642423391342163,1.8650850057601929,1.6338531970977783,1.6025878190994263,1.4723533391952515,1.3331174850463867,1.2066675424575806,1.1674915552139282,3773.322509765625,7.775181293487549
155000,165001,17,2,251,123,1,10984.052734375,164.40975952148438,74.69380950927734,25.473424911499023,11.875550270080566,6.161003589630127,4.298413276672363,2.7575595378875732,2.133976936340332,1.963257074356079,1.7574247121810913,1.604662299156189,1.5359705686569214,1.4363313913345337,1.2915724515914917,1.2308987379074097,1.174519419670105,3768.611083984375,7.858336448669434
160000,170001,17,2,250,127,0,11807.630859375,169.32151794433594,71.8365478515625,27.22088623046875,10.742454528808594,6.290981769561768,3.5799219608306885,2.945570230484009,2.3787055015563965,1.90794038772583,1.7726821899414062,1.674865484237671,1.5431396961212158,1.4693574905395508,1.4252585172653198,1.1640090942382812,1.085435152053833,4049.72216796875,7.948816299438477
160000,170001,17,2,250,127,1,11809.98046875,169.00701904296875,71.385498046875,26.895978927612305,10.338013648986816,5.880489826202393,3.4732813835144043,2.6298747062683105,2.271437406539917,2.084949016571045,1.7880752086639404,1.677363395690918,1.5952670574188232,1.4775736331939697,1.2945612668991089,1.2008174657821655,1.1246190071105957,4050.234375,7.7798686027526855
165000,175001,17,2,253,133,0,12036.5341796875,160.68368530273438,63.27277374267578,24.838253021240234,8.64727783203125,5.64393949508667,3.9896130561828613,2.653824806213379,2.160637855529785,1.992915391921997,1.7254066467285156,1.4911587238311768,1.4038207530975342,1.278313159942627,1.2090108394622803,1.1483821868896484,1.039148211479187,4126.75,7.277513027191162
165000,175001,17,2,253,133,1,12038.0322265625,160.50494384765625,63.59218978881836,24.990089416503906,9.221883773803711,5.39764928817749,3.9136884212493896,2.6726202964782715,2.1982898712158203,2.0331289768218994,1.731896162033081,1.5191079378128052,1.3655918836593628,1.2768381834030151,1.2264838218688965,1.0717594623565674,0.95292729139328,4127.17529296875,7.242884159088135
170000,180001,17,2,250,137,0,12476.9404296875,168.63427734375,69.38792419433594,25.452678680419922,11.568159103393555,7.1823649406433105,3.9611806869506836,2.7654764652252197,2.3074142932891846,1.9178704023361206,1.654927134513855,1.539420247077942,1.472957730293274,1.4110356569290161,1.2987710237503052,1.183029294013977,1.151993989944458,4275.44287109375,7.980403900146484
170000,180001,17,2,250,137,1,12479.1357421875,167.99853515625,69.05435943603516,25.20954704284668,11.162923812866211,7.2150421142578125,4.033848762512207,2.6203832626342773,2.2736318111419678,2.000980854034424,1.7223196029663086,1.5704947710037231,1.4153088331222534,1.2564777135849,1.12064790725708,1.0361347198486328,1.0191045999526978,4276.4697265625,7.8779683113098145
175000,185001,17,2,250,134,0,13021.1796875,146.73300170898438,75.37645721435547,25.210556030273438,10.76651382446289,6.137086391448975,3.7883896827697754,2.5407211780548096,2.5204882621765137,1.939393401145935,1.6358166933059692,1.590193271636963,1.451884150505066,1.3483188152313232,1.291885495185852,1.1841731071472168,1.0581543445587158,4460.78076171875,8.298686981201172
175000,185001,17,2,250,134,1,13020.4736328125,146.34332275390625,75.06108093261719,24.954673767089844,10.535776138305664,6.040820121765137,3.610495090484619,2.6522037982940674,2.3519628047943115,1.9971131086349487,1.6505385637283325,1.4627928733825684,1.3652268648147583,1.221588134765625,1.1040434837341309,1.0773075819015503,0.9883835911750793,4460.6533203125,8.13742446899414
180000,190001,17,2,255,146,0,13539.9970703125,159.24288940429688,80.71941375732422,24.654464721679688,11.71313190460205,5.546580791473389,3.483407974243164,2.722850799560547,2.275188446044922,1.8342771530151367,1.5465137958526611,1.4115424156188965,1.2634179592132568,1.2394707202911377,1.1917132139205933,1.1063504219055176,0.960810124874115,4641.18701171875,8.176963806152344
180000,190001,17,2,255,146,1,13541.0888671875,158.75306701660156,80.71537017822266,24.885358810424805,11.590713500976562,5.661538124084473,3.205233573913574,2.691804885864258,2.192690849304199,1.7801029682159424,1.6277005672454834,1.4754971265792847,1.421926736831665,1.3201353549957275,1.2175880670547485,1.0477529764175415,1.017656922340393,4641.06689453125,7.850879669189453
185000,195001,17,2,252,140,0,13745.5400390625,159.4250946044922,71.8895034790039,24.26825714111328,10.406197547912598,5.775186538696289,3.3027029037475586,2.590059280395508,2.3642497062683105,1.9643110036849976,1.7168173789978027,1.5918205976486206,1.4453293085098267,1.3695014715194702,1.187658667564392,1.170709252357483,1.0024573802947998,4715.2685546875,7.6579790115356445
185000,195001,17,2,252,140,1,13743.068359375,159.7681121826172,72.70611572265625,24.425668716430664,10.061553001403809,6.215414524078369,3.8541669845581055,2.80627179145813,2.6038386821746826,2.4141457080841064,2.087324380874634,1.745815396308899,1.646333932876587,1.3807452917099,1.3509666919708252,1.255589246749878,1.1734567880630493,4714.64794921875,7.858913421630859
190000,200001,17,2,254,155,0,14292.9658203125,137.7090606689453,65.96246337890625,23.609880447387695,9.482732772827148,5.429768085479736,3.666666269302368,2.7081897258758545,2.4042816162109375,2.2172744274139404,1.8209285736083984,1.6826962232589722,1.593522310256958,1.4007622003555298,1.3245152235031128,1.175150752067566,1.100134015083313,4897.04833984375,7.05143928527832
190000,200001,17,2,254,155,1,14292.88671875,137.96461486816406,66.18186950683594,23.680795669555664,9.637633323669434,5.314328670501709,3.7513492107391357,2.6831178665161133,2.290487289428711,2.0886123180389404,1.9070051908493042,1.6273126602172852,1.5095587968826294,1.4108483791351318,1.2258615493774414,1.106823444366455,1.0601065158843994,4897.04541015625,7.497263431549072
