grad_step,env_steps,window_len,penalty_len,n_windows,unique_eps,critic,sv_01,sv_02,sv_03,sv_04,sv_05,sv_06,sv_07,sv_08,sv_09,sv_10,sv_11,sv_12,sv_13,sv_14,sv_15,sv_16,sv_17,pen_sv_01,pen_sv_02,pen_sv_03
0,10001,17,3,253,10,0,8.307334899902344,1.2660142183303833,0.8713797926902771,0.7195242047309875,0.6257635951042175,0.577112078666687,0.5242094397544861,0.5111970901489258,0.48671650886535645,0.46989238262176514,0.4635449945926666,0.4503888189792633,0.4398900270462036,0.4239625632762909,0.4105740487575531,0.39857447147369385,0.35262924432754517,3.5469672679901123,0.5469728112220764,0.41363224387168884
0,10001,17,3,253,10,1,4.680164337158203,1.8408724069595337,1.157233715057373,0.8289239406585693,0.6788521409034729,0.5686030983924866,0.4926312267780304,0.4499233663082123,0.4290100932121277,0.4086853563785553,0.3895946741104126,0.3661775290966034,0.3566640317440033,0.3421000838279724,0.32351091504096985,0.3104177713394165,0.3030955195426941,2.220560312271118,0.5005915760993958,0.3611803948879242
5000,15001,17,3,250,15,0,624.8341674804688,66.86009979248047,39.743709564208984,26.536705017089844,17.733675003051758,13.404912948608398,10.681753158569336,10.304681777954102,8.778128623962402,7.242990016937256,6.541332244873047,6.248385429382324,5.788859844207764,5.570274829864502,5.161968231201172,4.523928642272949,3.965519905090332,266.2347106933594,13.203885078430176,6.3911309242248535
5000,15001,17,3,250,15,1,623.2866821289062,66.8228759765625,39.6372184753418,26.505441665649414,17.50780487060547,13.163955688476562,10.703801155090332,10.32933235168457,8.818025588989258,7.459694862365723,6.798789024353027,6.308393955230713,5.743710517883301,5.597433090209961,5.230053901672363,4.533918857574463,4.266178607940674,265.8751525878906,13.11173152923584,6.190352916717529
10000,20001,17,3,251,20,0,1074.4385986328125,77.432861328125,31.63068389892578,18.34149932861328,10.407876968383789,7.770491123199463,5.821538925170898,4.931940078735352,4.587435245513916,4.467733383178711,4.0433502197265625,3.910844326019287,3.7570297718048096,3.404313325881958,3.033947229385376,2.9043359756469727,2.3987338542938232,448.19659423828125,8.855927467346191,3.542541742324829
10000,20001,17,3,251,20,1,1077.1885986328125,77.22954559326172,31.45453643798828,18.461990356445312,10.49348258972168,7.472970008850098,5.672724723815918,4.88962459564209,4.801313400268555,4.426429748535156,4.15533447265625,3.988614559173584,3.3851706981658936,3.21317720413208,3.0194382667541504,2.9629180431365967,2.3731188774108887,449.3560791015625,8.771810531616211,3.3423421382904053
15000,25001,17,3,252,25,0,1275.138427734375,81.3818130493164,27.853836059570312,13.196038246154785,8.725085258483887,6.026749610900879,4.795279502868652,3.7368509769439697,3.3728113174438477,3.2204155921936035,2.896991014480591,2.7767245769500732,2.3558943271636963,2.1840853691101074,2.1401233673095703,1.8006434440612793,1.5661877393722534,535.978515625,7.657591342926025,2.414156913757324
15000,25001,17,3,252,25,1,1271.7774658203125,81.20185852050781,27.84393882751465,13.341421127319336,8.83409595489502,6.315032005310059,5.11029052734375,3.6565120220184326,3.334881067276001,2.9841601848602295,2.7807767391204834,2.7288005352020264,2.4106414318084717,2.1736807823181152,1.905634880065918,1.7137856483459473,1.3642104864120483,534.45849609375,8.12329387664795,2.3060102462768555
20000,30001,17,3,252,30,0,1402.315185546875,68.58043670654297,27.625211715698242,12.612296104431152,7.148773193359375,6.14971923828125,4.364206314086914,3.235382556915283,2.7290587425231934,2.556851625442505,2.4153919219970703,2.2112512588500977,2.0740950107574463,1.8746167421340942,1.7446181774139404,1.469499945640564,1.3412911891937256,592.2239990234375,6.858191967010498,2.393289804458618
20000,30001,17,3,252,30,1,1405.9296875,68.84136199951172,28.0054988861084,12.67502498626709,7.410658836364746,6.162932872772217,4.173633575439453,3.3039238452911377,2.9494080543518066,2.596923828125,2.3855910301208496,2.1827073097229004,2.009939193725586,1.9238190650939941,1.8372955322265625,1.5945833921432495,1.3766334056854248,594.0034790039062,7.147536277770996,2.3373756408691406
