episode,matrix,eff_rank,stable_rank,spikiness,n_rows,n_cols,nnz_rows,nnz_cols,row_coherence,col_coherence,row_lev_min,row_lev_max,col_lev_min,col_lev_max
0,Hankel Q rollout,7,1.0894,2.1023,303,100,303,100,4.3732,2.4759,0.000237926,0.0144332,0.00581685,0.0247587
0,Hankel action rollout,16,1.3050,3.9415,303,100,303,100,7.0784,3.2349,2.33283e-05,0.0233612,0.00520364,0.0323487
25,Hankel Q rollout,15,1.5055,1.9946,303,100,303,100,1.7067,2.3561,0.00241842,0.00563259,0.00872259,0.0235614
25,Hankel action rollout,85,2.9463,1.2251,303,100,303,100,1.9559,1.1606,0.000855079,0.00645505,0.00622586,0.0116065
50,Hankel Q rollout,8,1.1698,6.3301,303,100,303,100,12.2511,5.2759,0.000555898,0.0404326,0.00220251,0.0527594
50,Hankel action rollout,47,1.5582,1.9860,303,100,303,100,5.6489,2.0876,0.000297453,0.0186433,0.0020284,0.0208764
75,Hankel Q rollout,8,1.1378,7.3831,303,100,303,100,12.8317,5.7893,0.000548027,0.0423488,0.00227223,0.0578926
75,Hankel action rollout,61,3.8126,3.8834,303,100,303,100,4.6607,1.6358,6.22331e-05,0.0153818,0.000252976,0.0163582
