grad_step,env_steps,window_len,penalty_len,n_windows,unique_eps,critic,sv_01,sv_02,sv_03,sv_04,sv_05,sv_06,sv_07,sv_08,sv_09,sv_10,sv_11,sv_12,sv_13,sv_14,sv_15,sv_16,sv_17,pen_sv_01,pen_sv_02,pen_sv_03
0,10001,17,3,254,10,0,12.556435585021973,5.430215358734131,5.143730163574219,5.039096355438232,4.7715020179748535,4.514626502990723,4.466307163238525,4.271354675292969,4.1802144050598145,4.02772855758667,3.779576301574707,3.617760181427002,3.567638397216797,3.323997735977173,2.8684794902801514,2.3290698528289795,2.2296676635742188,6.177127361297607,4.265633583068848,4.239710807800293
0,10001,17,3,254,10,1,4.701322555541992,4.549227714538574,4.447469711303711,4.317978858947754,4.081690788269043,4.009312152862549,3.9776132106781006,3.7340688705444336,3.6739606857299805,3.5839293003082275,3.495912790298462,3.2978341579437256,2.9408414363861084,2.592381477355957,2.516505479812622,2.092583656311035,1.9494061470031738,3.945704698562622,3.7389349937438965,2.9342377185821533
5000,15001,17,3,252,15,0,271.9024963378906,67.71134185791016,42.1817512512207,32.33456802368164,25.6071834564209,21.584028244018555,18.606664657592773,15.839327812194824,13.700504302978516,13.185933113098145,11.528780937194824,10.324151039123535,9.914794921875,9.553040504455566,9.143863677978516,8.271097183227539,8.195874214172363,119.38623809814453,17.56260108947754,10.269525527954102
5000,15001,17,3,252,15,1,274.2165222167969,68.49091339111328,41.477134704589844,32.57297897338867,26.02434539794922,22.09330177307129,18.800121307373047,14.892845153808594,13.897570610046387,12.807894706726074,11.889681816101074,10.675971984863281,9.969047546386719,9.354696273803711,8.324851036071777,7.906861782073975,7.3884992599487305,120.11724853515625,17.34950828552246,10.622786521911621
10000,20001,17,3,254,20,0,586.6698608398438,93.54973602294922,48.50038528442383,38.08235168457031,27.204055786132812,24.58026695251465,21.220605850219727,17.877111434936523,16.886503219604492,14.12356185913086,13.891131401062012,13.23680591583252,12.560376167297363,11.416897773742676,10.50544261932373,10.093235969543457,8.931639671325684,252.136962890625,20.408863067626953,12.626167297363281
10000,20001,17,3,254,20,1,582.1442260742188,92.70487976074219,49.20261001586914,38.48507308959961,28.265077590942383,25.216691970825195,20.53496742248535,17.939449310302734,16.436620712280273,14.294504165649414,13.612161636352539,13.007115364074707,12.578672409057617,11.545330047607422,10.770088195800781,9.818480491638184,8.992408752441406,250.9654083251953,20.212299346923828,12.150582313537598
15000,25001,17,3,253,25,0,1075.9296875,106.36689758300781,54.555477142333984,34.9663200378418,29.675901412963867,23.63690757751465,20.21322250366211,17.926559448242188,16.490528106689453,15.796464920043945,15.155725479125977,14.784187316894531,13.302667617797852,12.03195858001709,11.577485084533691,11.490829467773438,10.704538345336914,455.97381591796875,19.525480270385742,12.60319709777832
15000,25001,17,3,253,25,1,1064.080322265625,105.28764343261719,55.982696533203125,35.71067810058594,29.377979278564453,25.914066314697266,22.10049057006836,19.3205509185791,16.34241485595703,15.184968948364258,15.00246810913086,13.84571361541748,12.911468505859375,12.190802574157715,11.252263069152832,10.685216903686523,10.07856273651123,451.760009765625,19.853124618530273,11.801061630249023
20000,30001,17,3,247,30,0,1715.5826416015625,112.89063262939453,64.92739868164062,43.188209533691406,32.8321647644043,31.379894256591797,28.31233787536621,22.901655197143555,22.628543853759766,18.523130416870117,17.222280502319336,16.54998779296875,16.103530883789062,14.076064109802246,13.41098403930664,12.639652252197266,12.021002769470215,718.0752563476562,26.973440170288086,15.344383239746094
20000,30001,17,3,247,30,1,1724.872802734375,114.05450439453125,66.26791381835938,44.239036560058594,32.696075439453125,31.317869186401367,29.499771118164062,22.52297592163086,22.42739486694336,18.30745506286621,17.42139434814453,16.6180362701416,16.356430053710938,14.70663070678711,14.150691986083984,13.431222915649414,12.263147354125977,722.3847045898438,26.56977653503418,14.965161323547363
25000,35001,17,3,251,35,0,2577.99462890625,135.86900329589844,86.56575775146484,61.08916091918945,42.617713928222656,36.609619140625,31.107494354248047,30.396432876586914,26.895774841308594,24.708927154541016,21.629045486450195,20.670007705688477,19.7557373046875,17.44729995727539,17.054567337036133,15.954276084899902,15.859724998474121,1069.6839599609375,34.121437072753906,20.264060974121094
25000,35001,17,3,251,35,1,2583.65380859375,137.49627685546875,87.53060150146484,59.791378021240234,40.475975036621094,38.7452278137207,30.677881240844727,29.47795295715332,26.65169906616211,24.158510208129883,22.474584579467773,21.770282745361328,19.510927200317383,17.921737670898438,17.142179489135742,16.822265625,16.22846221923828,1070.761962890625,33.53744125366211,20.333961486816406
30000,40001,17,3,253,40,0,3143.832275390625,155.54519653320312,84.97119903564453,50.030120849609375,43.933536529541016,38.55376052856445,34.01160430908203,31.208547592163086,28.89896583557129,25.90059471130371,23.17396354675293,21.834022521972656,20.86278533935547,20.099851608276367,18.887033462524414,18.332521438598633,17.591630935668945,1310.3621826171875,37.5164909362793,22.143108367919922
30000,40001,17,3,253,40,1,3139.692138671875,155.02174377441406,83.66281127929688,51.18323516845703,45.73493957519531,37.47547149658203,34.597774505615234,30.59534454345703,28.92888641357422,28.46059226989746,23.560495376586914,22.637624740600586,20.642959594726562,20.377573013305664,19.907808303833008,17.860931396484375,17.161792755126953,1308.5433349609375,37.84964370727539,21.68183708190918
35000,45001,17,3,249,45,0,3615.69189453125,186.42889404296875,94.7154769897461,66.8333969116211,46.07195281982422,35.94795227050781,34.21908187866211,31.903663635253906,28.530988693237305,26.138389587402344,24.732093811035156,23.37710189819336,22.438758850097656,21.58292579650879,21.143781661987305,19.663347244262695,17.531625747680664,1529.49609375,34.873130798339844,25.024869918823242
35000,45001,17,3,249,45,1,3598.8125,185.6514434814453,93.36799621582031,67.86925506591797,46.822471618652344,36.71678924560547,35.40335464477539,32.245445251464844,28.276016235351562,27.414703369140625,25.469215393066406,24.49639129638672,23.157094955444336,22.165740966796875,21.140363693237305,18.596500396728516,17.152080535888672,1522.6424560546875,35.36522674560547,25.210323333740234
40000,50001,17,3,252,49,0,4923.0947265625,234.02105712890625,100.61434936523438,74.53077697753906,56.383331298828125,46.99128723144531,40.94718933105469,39.68117141723633,33.47313690185547,32.44467544555664,29.89821434020996,28.111373901367188,26.8692684173584,25.227128982543945,23.384048461914062,22.785797119140625,20.85858154296875,2073.331298828125,46.192378997802734,25.64031219482422
40000,50001,17,3,252,49,1,4891.4111328125,234.12124633789062,101.62256622314453,75.92290496826172,56.196861267089844,48.07624816894531,43.13014221191406,37.26430130004883,35.7122917175293,32.799102783203125,31.367826461791992,28.095355987548828,25.928726196289062,24.409212112426758,22.606050491333008,22.48557472229004,20.303247451782227,2060.400390625,46.067405700683594,24.480003356933594
45000,55001,17,3,252,55,0,5684.04248046875,245.83912658691406,114.57030487060547,78.4046401977539,60.41939163208008,53.39397430419922,44.002315521240234,43.83066177368164,38.064064025878906,34.65251922607422,33.75102615356445,30.305341720581055,28.830493927001953,27.22309684753418,25.532838821411133,24.09363555908203,22.751758575439453,2384.216064453125,45.262916564941406,25.769948959350586
45000,55001,17,3,252,55,1,5697.5634765625,251.6229248046875,111.91693115234375,76.11456298828125,59.73491287231445,52.414249420166016,46.14309310913086,42.53303909301758,39.565555572509766,37.13117218017578,32.342369079589844,29.000730514526367,28.564788818359375,25.803115844726562,24.93807029724121,23.89593505859375,22.92400550842285,2390.999267578125,44.59812927246094,29.25349235534668
50000,60001,17,3,253,60,0,6460.412109375,301.4705810546875,133.8421173095703,77.14582061767578,57.05645751953125,53.120670318603516,48.89773178100586,43.28166961669922,37.335121154785156,34.357147216796875,31.594648361206055,30.022640228271484,28.83732795715332,26.90454864501953,25.881847381591797,25.590255737304688,20.912233352661133,2715.58984375,45.22553634643555,30.83517837524414
50000,60001,17,3,253,60,1,6471.59130859375,303.35186767578125,131.20098876953125,76.5563735961914,57.04875946044922,50.74501037597656,47.42172622680664,43.36531448364258,36.231040954589844,31.239730834960938,30.792104721069336,28.045820236206055,27.1220703125,26.66950035095215,25.544557571411133,23.887832641601562,21.955965042114258,2718.00634765625,44.26639175415039,28.527362823486328
55000,65001,17,3,250,64,0,7967.642578125,282.108642578125,146.86277770996094,92.52838897705078,68.5169677734375,56.71165084838867,50.46747589111328,45.60971450805664,41.9971923828125,40.81012725830078,37.75307083129883,35.89548873901367,33.6811637878418,29.50093650817871,29.159446716308594,26.306596755981445,24.665786743164062,3343.248779296875,61.29557800292969,39.71187210083008
55000,65001,17,3,250,64,1,7952.4267578125,280.5572814941406,145.1402130126953,90.71088409423828,65.09402465820312,56.37571716308594,48.12472915649414,42.973636627197266,41.34807205200195,40.58375930786133,38.76288986206055,34.65663146972656,32.99728012084961,30.003503799438477,29.00076675415039,25.51653480529785,24.92527198791504,3334.685791015625,56.904449462890625,35.80924987792969
