grad_step,env_steps,window_len,penalty_len,n_windows,unique_eps,critic,sv_01,sv_02,sv_03,sv_04,sv_05,sv_06,sv_07,sv_08,sv_09,sv_10,sv_11,sv_12,sv_13,sv_14,sv_15,sv_16,sv_17,pen_sv_01,pen_sv_02,pen_sv_03,pen_sv_04,pen_sv_05,pen_sv_06,pen_sv_07,pen_sv_08,pen_sv_09
0,10001,17,9,236,43,0,4.3037190437316895,2.060004234313965,1.967879056930542,1.7591204643249512,1.595585823059082,1.4496815204620361,1.3283315896987915,1.1945000886917114,1.1348323822021484,1.0824660062789917,1.0613120794296265,0.949836015701294,0.9308059811592102,0.8840283155441284,0.8489939570426941,0.8044020533561707,0.7459640502929688,3.3254828453063965,1.9082101583480835,1.7180404663085938,1.492089033126831,1.1339333057403564,1.1137492656707764,0.9879322052001953,0.9182591438293457,0.8867948651313782
0,10001,17,9,236,43,1,5.050786018371582,2.097639560699463,1.9786779880523682,1.8558297157287598,1.6362740993499756,1.420607328414917,1.3244651556015015,1.2617826461791992,1.1960805654525757,1.122920274734497,1.0425599813461304,1.0082907676696777,0.9663492441177368,0.9242016077041626,0.8955448865890503,0.84716796875,0.7877044081687927,3.877559185028076,1.882394552230835,1.82802152633667,1.430600643157959,1.278173565864563,1.10326087474823,1.0327022075653076,0.9118984937667847,0.8877502679824829
5000,15001,17,9,235,44,0,459.83856201171875,89.19068145751953,65.49995422363281,44.0776481628418,34.68962097167969,26.09337043762207,21.039100646972656,18.246952056884766,17.339143753051758,14.482108116149902,12.981362342834473,12.353718757629395,10.833107948303223,10.409646034240723,10.104966163635254,9.719525337219238,8.651860237121582,343.36578369140625,62.195552825927734,36.631072998046875,22.00857162475586,17.688831329345703,14.18735122680664,11.423282623291016,11.097262382507324,9.790056228637695
5000,15001,17,9,235,44,1,454.3090515136719,88.59883117675781,65.0859375,43.82672882080078,34.494834899902344,24.84630584716797,20.699848175048828,18.534748077392578,16.323427200317383,15.231919288635254,13.12936782836914,12.942449569702148,10.932121276855469,10.051728248596191,9.648682594299316,9.17881965637207,8.246528625488281,338.6916198730469,62.019020080566406,35.93614196777344,21.91020393371582,17.99842071533203,14.16779613494873,12.618045806884766,10.3203763961792,8.972596168518066
10000,20001,17,9,237,52,0,636.8372192382812,107.38361358642578,61.15682601928711,48.364532470703125,37.88860321044922,30.038970947265625,24.22243309020996,22.025646209716797,18.857234954833984,18.192005157470703,16.473623275756836,15.484622955322266,15.163583755493164,14.5115385055542,13.308326721191406,12.634468078613281,11.487767219543457,476.5359191894531,60.97374725341797,42.36054229736328,28.697235107421875,20.248289108276367,17.15833282470703,15.129338264465332,14.839030265808105,13.030816078186035
10000,20001,17,9,237,52,1,641.3828735351562,108.11993408203125,61.23952865600586,48.520599365234375,38.395442962646484,30.72633171081543,25.298545837402344,20.39019012451172,18.970516204833984,18.227718353271484,15.743803024291992,15.227048873901367,14.950846672058105,14.227826118469238,13.262301445007324,12.897786140441895,11.533332824707031,478.9461364746094,60.59150695800781,42.8533935546875,28.46398162841797,19.25910186767578,17.09701156616211,14.87405014038086,14.516830444335938,13.317638397216797
15000,25001,17,9,239,57,0,699.5411987304688,112.65853881835938,75.89183044433594,48.928009033203125,38.41065216064453,31.007450103759766,27.27378273010254,23.807228088378906,20.51378631591797,17.87055206298828,16.865842819213867,16.083791732788086,16.035869598388672,14.060338020324707,13.676004409790039,13.00762939453125,11.525050163269043,509.187744140625,71.79695129394531,44.43157196044922,29.110559463500977,22.629802703857422,18.10657501220703,17.066373825073242,15.570493698120117,13.321246147155762
15000,25001,17,9,239,57,1,698.4989624023438,112.10617065429688,74.66472625732422,48.535499572753906,37.80970764160156,31.498943328857422,27.044435501098633,23.787395477294922,19.557466506958008,17.756380081176758,16.941486358642578,16.104320526123047,15.176596641540527,14.832808494567871,13.38446044921875,12.886184692382812,11.342449188232422,508.9186706542969,70.02401733398438,43.77413558959961,29.025468826293945,21.71426773071289,18.37077522277832,16.728084564208984,15.120845794677734,13.004822731018066
20000,30001,17,9,242,71,0,816.1980590820312,114.3549575805664,78.82423400878906,42.159873962402344,39.7615852355957,31.788915634155273,26.01087188720703,22.245113372802734,20.797035217285156,19.43711280822754,18.401212692260742,17.395586013793945,16.056249618530273,15.60413646697998,13.858610153198242,13.188651084899902,11.790361404418945,588.7620849609375,81.48388671875,39.703269958496094,27.362211227416992,22.200166702270508,18.575716018676758,17.16082000732422,14.838359832763672,13.924038887023926
20000,30001,17,9,242,71,1,817.711669921875,113.89788055419922,78.64697265625,42.92810821533203,38.71005630493164,31.783823013305664,25.378337860107422,22.861316680908203,20.606201171875,19.505250930786133,17.862611770629883,15.552389144897461,15.272371292114258,15.059318542480469,14.025732040405273,12.771219253540039,11.843164443969727,590.0436401367188,80.56143188476562,40.65359115600586,27.54121971130371,22.136018753051758,19.172300338745117,15.424386978149414,14.806684494018555,13.9144287109375
