episode,matrix,eff_rank,stable_rank,spikiness,n_rows,n_cols,nnz_rows,nnz_cols,row_coherence,col_coherence,row_lev_min,row_lev_max,col_lev_min,col_lev_max
0,Hankel Q rollout,109,1.0052,1.7400,1503,500,1503,500,6.4522,4.1440,8.25631e-06,0.0042929,0.000798195,0.00828792
0,Hankel a0 rollout,357,2.0226,5.6002,1503,500,1503,500,3.4554,1.3937,1.32457e-06,0.00229899,0.0011699,0.00278747
0,Hankel a1 rollout,392,1.7413,15.3993,1503,500,1503,500,3.1065,1.2734,3.00091e-09,0.00206688,0.0012257,0.00254681
0,Hankel a2 rollout,291,1.0508,7.5635,1503,500,1503,500,3.5039,1.6959,3.76928e-06,0.0023313,0.000972991,0.00339189
0,Hankel a3 rollout,325,1.1100,4.3795,1503,500,1503,500,3.2581,1.5102,3.53939e-06,0.00216776,0.000985254,0.00302047
0,Hankel a4 rollout,230,1.0361,3.9068,1503,500,1503,500,4.0609,2.0709,6.67559e-06,0.00270185,0.00129432,0.00414189
0,Hankel a5 rollout,230,1.0198,2.2722,1503,500,1503,500,3.8019,2.1137,2.10001e-06,0.00252957,0.00110703,0.00422735
0,Hankel a6 rollout,315,1.1506,7.3784,1503,500,1503,500,3.5280,1.5705,2.45001e-06,0.00234728,0.000929114,0.00314102
0,Hankel a7 rollout,193,1.0407,2.7840,1503,500,1503,500,5.0236,2.4849,4.64004e-06,0.00334241,0.000867602,0.00496975
100,Hankel Q rollout,33,1.0749,1.6627,114,37,114,37,1.4865,1.0996,0.00520414,0.0130393,0.0235923,0.0297188
100,Hankel a0 rollout,37,12.3849,1.9400,114,37,114,37,1.3290,1.0000,0.0071632,0.0116576,0.027027,0.027027
100,Hankel a1 rollout,37,16.0858,2.2526,114,37,114,37,1.4191,1.0000,0.0059286,0.0124481,0.027027,0.027027
100,Hankel a2 rollout,37,12.1671,1.8674,114,37,114,37,1.3100,1.0000,0.00550763,0.0114914,0.027027,0.027027
100,Hankel a3 rollout,37,11.9710,2.0737,114,37,114,37,1.4437,1.0000,0.00510632,0.0126642,0.027027,0.027027
100,Hankel a4 rollout,37,15.3892,2.2019,114,37,114,37,1.2896,1.0000,0.00615159,0.0113126,0.027027,0.027027
100,Hankel a5 rollout,37,13.8804,1.8771,114,37,114,37,1.4067,1.0000,0.00620279,0.0123398,0.027027,0.027027
100,Hankel a6 rollout,37,14.5581,1.8546,114,37,114,37,1.3810,1.0000,0.00677382,0.0121139,0.027027,0.027027
100,Hankel a7 rollout,37,8.8919,2.0984,114,37,114,37,1.3393,1.0000,0.00605232,0.0117484,0.027027,0.027027
200,Hankel Q rollout,43,1.0632,1.6183,156,52,156,52,1.4460,1.1131,0.00390225,0.00926929,0.0174221,0.0214053
200,Hankel a0 rollout,52,12.6731,1.7823,156,52,156,52,1.4277,1.0000,0.00408136,0.00915193,0.0192308,0.0192308
200,Hankel a1 rollout,52,11.3875,1.9153,156,52,156,52,1.2590,1.0000,0.00520357,0.00807032,0.0192308,0.0192308
200,Hankel a2 rollout,52,12.2025,1.8444,156,52,156,52,1.2722,1.0000,0.00464313,0.00815482,0.0192308,0.0192308
200,Hankel a3 rollout,52,19.7749,1.8114,156,52,156,52,1.3011,1.0000,0.00324033,0.00834037,0.0192308,0.0192308
200,Hankel a4 rollout,52,20.1931,1.8900,156,52,156,52,1.2594,1.0000,0.00444318,0.00807336,0.0192308,0.0192308
200,Hankel a5 rollout,52,12.1846,1.7905,156,52,156,52,1.1957,1.0000,0.00469133,0.00766465,0.0192308,0.0192308
200,Hankel a6 rollout,52,13.1887,1.7497,156,52,156,52,1.2688,1.0000,0.00447289,0.00813331,0.0192308,0.0192308
