grad_step,env_steps,window_len,penalty_len,n_windows,unique_eps,critic,sv_01,sv_02,sv_03,sv_04,sv_05,sv_06,sv_07,sv_08,sv_09,sv_10,sv_11,sv_12,sv_13,sv_14,sv_15,sv_16,sv_17,pen_sv_01,pen_sv_02
0,10001,17,2,251,10,0,5.772337436676025,2.1159963607788086,1.7368834018707275,1.1866298913955688,1.0827125310897827,0.7870393991470337,0.6226778626441956,0.5458317995071411,0.5352250337600708,0.4883365035057068,0.4875563383102417,0.4669901132583618,0.4365735948085785,0.43332046270370483,0.38377442955970764,0.3567158579826355,0.3293750286102295,2.2565383911132812,0.5227382779121399
0,10001,17,2,251,10,1,3.872344970703125,2.103419780731201,1.4696638584136963,1.0175279378890991,0.8658897280693054,0.7971059679985046,0.6538045406341553,0.6020246744155884,0.5575159192085266,0.5366371870040894,0.5028478503227234,0.46219491958618164,0.44041845202445984,0.41834557056427,0.40895774960517883,0.3909718096256256,0.36770951747894287,1.682621717453003,0.5340800285339355
5000,15001,17,2,248,15,0,1690.9288330078125,83.9642333984375,41.114952087402344,26.88519859313965,19.934675216674805,14.358979225158691,10.8162841796875,10.358153343200684,8.70050048828125,8.2092924118042,7.096103668212891,6.7532172203063965,6.198071479797363,6.018477439880371,5.803569793701172,5.458402156829834,5.034867286682129,579.3284912109375,8.726806640625
5000,15001,17,2,248,15,1,1686.9849853515625,83.5206069946289,41.19123077392578,26.70008087158203,19.614521026611328,14.709662437438965,10.761899948120117,10.147758483886719,8.871402740478516,8.46210765838623,7.549475193023682,6.9442291259765625,6.306214809417725,5.7151618003845215,5.673159599304199,5.329428672790527,4.80056619644165,578.1314697265625,8.499003410339355
10000,20001,17,2,250,20,0,2487.6279296875,73.93657684326172,37.27651596069336,18.034399032592773,13.425524711608887,10.892267227172852,7.672769546508789,7.0354533195495605,6.3426513671875,4.956576347351074,4.560702323913574,4.402522087097168,3.932586908340454,3.777935743331909,3.5422401428222656,3.353071451187134,3.217149496078491,852.3951416015625,6.207892894744873
10000,20001,17,2,250,20,1,2490.515380859375,73.65087890625,37.051292419433594,17.939327239990234,13.604291915893555,10.986672401428223,7.287084579467773,6.71483039855957,5.644889831542969,5.221986770629883,4.675969123840332,4.4070940017700195,3.9242208003997803,3.7451846599578857,3.5506696701049805,3.4161794185638428,3.097459077835083,853.7332153320312,6.5218729972839355
15000,25001,17,2,252,25,0,3382.28515625,103.98535919189453,44.58980178833008,16.999191284179688,10.539117813110352,6.941643714904785,5.780250072479248,4.4437737464904785,3.6602280139923096,3.3778538703918457,2.8035528659820557,2.6044039726257324,2.5398318767547607,2.1336472034454346,2.018145799636841,1.81374192237854,1.7562147378921509,1161.4674072265625,5.114481449127197
15000,25001,17,2,252,25,1,3382.81494140625,103.77716827392578,44.06889724731445,16.55091667175293,10.177135467529297,6.973031520843506,5.372064590454102,4.778805732727051,3.7400150299072266,3.3573007583618164,2.793677568435669,2.570068836212158,2.480102062225342,2.2734203338623047,2.103816270828247,1.9510153532028198,1.8536230325698853,1161.2789306640625,5.388266563415527
20000,30001,17,2,252,30,0,4085.073486328125,80.60041046142578,33.45262908935547,15.634519577026367,9.838175773620605,7.087396144866943,5.6494927406311035,4.29484224319458,3.2425146102905273,3.087195873260498,2.754765748977661,2.3071794509887695,2.1283252239227295,2.00813627243042,1.8143696784973145,1.7875608205795288,1.6911959648132324,1404.5054931640625,5.197598457336426
20000,30001,17,2,252,30,1,4089.1005859375,80.8464126586914,34.37424087524414,15.842470169067383,9.709992408752441,7.084461212158203,5.586656093597412,4.085087299346924,3.3437047004699707,3.16274094581604,2.5777478218078613,2.3973934650421143,2.149325370788574,1.9093763828277588,1.8599936962127686,1.812326431274414,1.568422555923462,1405.9742431640625,4.754214286804199
