episode,matrix,eff_rank,stable_rank,spikiness,n_rows,n_cols,nnz_rows,nnz_cols,row_coherence,col_coherence,row_lev_min,row_lev_max,col_lev_min,col_lev_max
0,Hankel Q rollout,2,1.0018,1.0566,1500,500,1500,500,2.3349,1.5359,0.000322842,0.0015566,0.000998915,0.00307176
0,Hankel action rollout,3,1.4284,1.9782,1500,500,1500,500,1.7340,1.0780,0.000388802,0.001156,0.00191214,0.00215609
30,Hankel Q rollout,11,1.0851,27.6162,534,177,534,177,24.0983,8.0580,0.000189613,0.0451279,0.000914293,0.0455252
30,Hankel action rollout,29,1.9542,4.6502,534,177,534,177,12.2675,4.1778,0.000126542,0.0229728,0.00143366,0.0236035
60,Hankel Q rollout,7,1.0661,6.3208,165,55,165,55,6.0508,2.5585,0.000183525,0.0366715,0.00777935,0.046519
60,Hankel action rollout,42,1.4203,2.1789,165,55,165,55,3.8632,1.3093,0.000104388,0.0234132,0.0126861,0.0238062
90,Hankel Q rollout,3,1.0218,1.7001,117,38,117,38,2.7604,1.8542,0.00327864,0.0235935,0.0173322,0.0487938
90,Hankel action rollout,27,2.2476,1.0247,117,38,117,38,3.6313,1.3720,0.00174004,0.0310365,0.00956885,0.0361042
120,Hankel Q rollout,3,1.0151,1.7068,120,39,120,39,3.0134,1.9537,0.00386894,0.0251115,0.0174109,0.0500944
120,Hankel action rollout,27,2.1261,1.0258,120,39,120,39,3.8696,1.4247,0.00125058,0.0322463,0.00509329,0.0365299
150,Hankel Q rollout,4,1.0076,1.7357,120,40,120,40,2.1207,1.9448,0.00353404,0.0176723,0.0159151,0.0486197
150,Hankel action rollout,30,2.2936,1.0144,120,40,120,40,1.9661,1.3210,0.00177406,0.0163841,0.00698596,0.0330243
180,Hankel Q rollout,3,1.0038,1.6849,105,35,105,35,1.5593,2.0658,0.00202664,0.0148504,0.018797,0.059022
180,Hankel action rollout,23,2.2445,1.0162,105,35,105,35,3.8771,1.4564,0.00283453,0.0369244,0.0104466,0.0416124
210,Hankel Q rollout,2,1.0026,1.6766,105,34,105,34,2.2243,1.9462,0.00178384,0.0211834,0.0148334,0.0572406
210,Hankel action rollout,25,2.1381,1.0132,105,34,105,34,2.6385,1.3515,0.0018206,0.0251289,0.00655459,0.0397502
240,Hankel Q rollout,2,1.0027,1.6437,102,34,102,34,2.1150,2.0226,0.00315297,0.0207349,0.0156921,0.0594887
240,Hankel action rollout,24,1.9836,1.0081,102,34,102,34,2.9255,1.4141,0.00142606,0.0286816,0.00507352,0.0415912
270,Hankel Q rollout,2,1.0027,1.6277,102,34,102,34,1.8641,1.7951,0.00271829,0.0182757,0.0151422,0.0527973
270,Hankel action rollout,24,2.0030,1.0084,102,34,102,34,3.8821,1.4123,0.00158283,0.0380598,0.00511938,0.041539
300,Hankel Q rollout,4,1.0277,1.8917,183,60,183,60,1.7563,1.6097,0.00315722,0.00959731,0.0100615,0.0268276
300,Hankel action rollout,40,2.8754,1.1200,183,60,183,60,2.9599,1.4927,0.00146541,0.0161743,0.00579642,0.0248779
330,Hankel Q rollout,4,1.0267,2.0132,180,59,180,59,1.9653,1.8240,0.00259089,0.0109181,0.00908695,0.0309157
330,Hankel action rollout,43,2.6038,1.0771,180,59,180,59,2.0369,1.3710,0.00137632,0.0113163,0.00543834,0.0232376
360,Hankel Q rollout,4,1.0133,1.9559,159,52,159,52,2.8247,2.0575,0.00284426,0.0177651,0.0090861,0.0395665
360,Hankel action rollout,41,1.7540,1.0629,159,52,159,52,2.2207,1.2682,0.000926419,0.0139667,0.00653219,0.024388
390,Hankel Q rollout,2,1.0045,1.8994,147,48,147,48,3.4602,2.3887,0.00243813,0.0235389,0.00805098,0.0497639
390,Hankel action rollout,42,1.7286,1.0755,147,48,147,48,1.7605,1.1428,0.00119088,0.0119759,0.00748541,0.0238091
420,Hankel Q rollout,1,1.0002,1.5498,102,34,102,34,1.6150,1.5584,0.00514309,0.0158331,0.016567,0.0458354
420,Hankel action rollout,20,2.0875,1.0124,102,34,102,34,3.7253,1.6127,0.00229481,0.036523,0.00761665,0.0474326
450,Hankel Q rollout,1,1.0002,1.5538,102,34,102,34,1.6081,1.5591,0.00510133,0.0157653,0.0165186,0.0458561
450,Hankel action rollout,16,2.0049,1.0191,102,34,102,34,2.2716,1.8973,0.0023269,0.0222708,0.00733826,0.0558032
480,Hankel Q rollout,1,1.0001,1.5286,102,33,102,33,1.5945,1.5217,0.00519811,0.0156327,0.0177317,0.0461119
480,Hankel action rollout,25,2.0723,1.0103,102,33,102,33,2.4440,1.3182,0.00152756,0.0239608,0.00620879,0.0399448
510,Hankel Q rollout,1,1.0001,1.5426,102,34,102,34,1.5912,1.5318,0.00528071,0.0155999,0.0171487,0.0450517
510,Hankel action rollout,21,2.0782,1.0133,102,34,102,34,3.6646,1.5663,0.0021405,0.0359277,0.00745869,0.0460679
540,Hankel Q rollout,1,1.0001,1.5276,102,33,102,33,1.5843,1.5123,0.00527134,0.0155326,0.0180956,0.0458285
540,Hankel action rollout,20,2.0292,1.0120,102,33,102,33,3.9505,1.5911,0.00199168,0.0387307,0.00678036,0.048215
570,Hankel Q rollout,1,1.0001,1.5194,102,33,102,33,1.5810,1.5055,0.00530832,0.0154997,0.0182578,0.0456204
570,Hankel action rollout,19,2.0291,1.0124,102,33,102,33,3.8870,1.6452,0.00208967,0.0381083,0.00803287,0.0498555
600,Hankel Q rollout,1,1.0001,1.5230,102,33,102,33,1.5855,1.5064,0.00533909,0.0155442,0.0183792,0.045648
600,Hankel action rollout,23,2.0654,1.0112,102,33,102,33,4.1373,1.4172,0.00164012,0.0405621,0.00632644,0.0429459
630,Hankel Q rollout,1,1.0001,1.5136,102,33,102,33,1.5784,1.5079,0.00528414,0.015474,0.0182535,0.0456944
630,Hankel action rollout,21,1.9667,1.0108,102,33,102,33,3.7855,1.5455,0.00171421,0.0371131,0.00628631,0.0468345
660,Hankel Q rollout,1,1.0001,1.5176,102,33,102,33,1.5714,1.5031,0.0053391,0.0154064,0.0183908,0.0455489
660,Hankel action rollout,23,1.9904,1.0084,102,33,102,33,2.9296,1.4281,0.0015866,0.0287218,0.00580314,0.0432769
690,Hankel Q rollout,1,1.0001,1.5185,102,33,102,33,1.5714,1.5044,0.0053152,0.015406,0.0182936,0.0455892
690,Hankel action rollout,22,1.8999,1.0102,102,33,102,33,3.5669,1.4931,0.00141636,0.0349699,0.00519483,0.0452461
720,Hankel Q rollout,1,1.0001,1.5105,102,33,102,33,1.5699,1.5009,0.00536122,0.0153914,0.0183872,0.0454826
720,Hankel action rollout,19,1.9618,1.0126,102,33,102,33,4.2554,1.6635,0.00182318,0.0417191,0.0069534,0.0504099
750,Hankel Q rollout,1,1.0001,1.5040,102,33,102,33,1.5684,1.5034,0.00538455,0.0153767,0.0183731,0.0455584
