episode,matrix,eff_rank,stable_rank,spikiness,n_rows,n_cols,nnz_rows,nnz_cols,row_coherence,col_coherence,row_lev_min,row_lev_max,col_lev_min,col_lev_max
0,Hankel Q rollout,2,1.0012,1.0716,1500,500,1500,500,2.5364,1.5385,0.00033195,0.00169092,0.00099881,0.00307706
0,Hankel action rollout,5,1.0900,1.2840,1500,500,1500,500,2.0494,1.0973,0.000326892,0.00136629,0.00188508,0.00219467
30,Hankel Q rollout,1,1.0003,1.0644,1500,500,1500,500,1.0063,1.0039,0.000654783,0.000670872,0.00198865,0.00200774
30,Hankel action rollout,25,1.1927,1.1650,1500,500,1500,500,5.8762,2.7681,9.50095e-05,0.00391749,0.00116694,0.00553623
60,Hankel Q rollout,7,1.0541,6.4295,159,52,159,52,6.8154,3.4203,0.000243712,0.0428641,0.00999182,0.0657741
60,Hankel action rollout,20,1.8008,1.6671,159,52,159,52,2.6474,1.8958,0.000176356,0.01665,0.0132431,0.0364572
90,Hankel Q rollout,3,1.0142,1.9830,111,36,111,36,3.3663,2.1743,0.00191761,0.030327,0.0159761,0.0603986
90,Hankel action rollout,27,2.1450,1.1006,111,36,111,36,2.2416,1.2986,0.0016458,0.0201942,0.00972468,0.0360715
120,Hankel Q rollout,3,1.0078,1.8223,111,36,111,36,3.2195,2.0377,0.00166646,0.0290046,0.0151889,0.056602
120,Hankel action rollout,23,2.2337,1.0583,111,36,111,36,1.9546,1.3908,0.00313476,0.0176087,0.019903,0.0386342
150,Hankel Q rollout,2,1.0057,1.7221,111,37,111,37,4.0331,1.8955,0.00291203,0.0363339,0.014381,0.0512296
150,Hankel action rollout,30,2.3118,1.0513,111,37,111,37,1.8499,1.1982,0.00391086,0.0166655,0.0235239,0.0323842
180,Hankel Q rollout,2,1.0043,1.7103,111,37,111,37,3.3315,1.8592,0.00295868,0.030014,0.0140021,0.0502476
180,Hankel action rollout,30,2.3449,1.0404,111,37,111,37,1.8457,1.1911,0.0073985,0.0166282,0.0254816,0.0321922
210,Hankel Q rollout,3,1.0046,1.7032,111,36,111,36,2.0567,2.2088,0.00169944,0.0185292,0.0184574,0.0613544
210,Hankel action rollout,27,2.2197,1.0833,111,36,111,36,2.4755,1.2951,0.00146647,0.0223017,0.0153174,0.0359757
240,Hankel Q rollout,3,1.0052,1.7147,114,37,114,37,2.1336,2.3618,0.00158542,0.018716,0.0171176,0.0638334
240,Hankel action rollout,12,2.0588,1.0891,114,37,114,37,1.7784,1.7724,0.00359565,0.0156004,0.0192329,0.0479024
270,Hankel Q rollout,3,1.0063,1.7629,114,38,114,38,2.9014,2.7373,0.00188742,0.0254506,0.0136858,0.0720347
270,Hankel action rollout,17,2.1122,1.1014,114,38,114,38,2.4538,1.9329,0.00236774,0.0215246,0.0166854,0.0508655
300,Hankel Q rollout,3,1.0059,1.7636,111,37,111,37,2.2112,2.2212,0.00105869,0.0199204,0.0159334,0.0600325
300,Hankel action rollout,13,2.1866,1.1131,111,37,111,37,1.9946,1.7857,0.00486083,0.0179696,0.0204754,0.0482609
330,Hankel Q rollout,3,1.0060,1.7115,111,37,111,37,2.3595,2.1662,0.00198175,0.021257,0.0160135,0.0585467
330,Hankel action rollout,25,2.2157,1.0559,111,37,111,37,1.9838,1.3314,0.00220299,0.0178717,0.0224295,0.035985
360,Hankel Q rollout,2,1.0070,1.8034,105,34,105,34,1.8597,1.8112,0.00353127,0.0177112,0.0150813,0.0532717
360,Hankel action rollout,31,2.3195,1.0155,105,34,105,34,1.6925,1.0968,0.00304349,0.0161186,0.0269367,0.0322577
390,Hankel Q rollout,3,1.0103,1.8334,147,48,147,48,1.6950,1.8041,0.00343137,0.0115304,0.0150767,0.0375857
390,Hankel action rollout,37,1.7197,1.0254,147,48,147,48,2.2986,1.2970,0.00308509,0.0156367,0.00944858,0.0270214
420,Hankel Q rollout,3,1.0153,2.0303,177,59,177,59,2.6758,2.3090,0.00272132,0.0151175,0.0110983,0.0391362
420,Hankel action rollout,43,2.5060,1.0132,177,59,177,59,2.4304,1.3573,0.00121219,0.0137312,0.00695532,0.0230053
450,Hankel Q rollout,3,1.0108,2.1258,159,53,159,53,2.1773,2.1743,0.00312695,0.0136936,0.012234,0.041025
450,Hankel action rollout,41,2.1945,1.0105,159,53,159,53,2.1459,1.2912,0.00156891,0.0134963,0.0104032,0.024363
480,Hankel Q rollout,2,1.0019,1.7497,102,34,102,34,2.7627,1.8792,0.00233437,0.0270853,0.0142435,0.0552702
480,Hankel action rollout,30,2.2116,1.0085,102,34,102,34,2.1149,1.1333,0.0014647,0.0207343,0.0132905,0.0333329
510,Hankel Q rollout,1,1.0002,1.5644,105,34,105,34,1.6466,1.5735,0.00475183,0.0156814,0.0164163,0.0462788
510,Hankel action rollout,28,2.1762,1.0038,105,34,105,34,2.3726,1.2140,0.00152799,0.0225963,0.00576088,0.0357069
540,Hankel Q rollout,1,1.0001,1.5573,102,34,102,34,1.6305,1.5684,0.0050911,0.0159853,0.0167048,0.0461289
540,Hankel action rollout,27,2.1497,1.0028,102,34,102,34,1.9547,1.2590,0.00150275,0.0191639,0.00519826,0.0370281
570,Hankel Q rollout,1,1.0002,1.5542,102,34,102,34,1.6380,1.5724,0.00496362,0.0160593,0.016529,0.0462475
570,Hankel action rollout,25,2.1335,1.0078,102,34,102,34,2.0263,1.3551,0.00189258,0.0198661,0.00571015,0.0398569
600,Hankel Q rollout,1,1.0001,1.5522,105,34,105,34,1.6339,1.5486,0.0048674,0.0155608,0.0169438,0.0455458
600,Hankel action rollout,29,2.2359,1.0046,105,34,105,34,2.6076,1.1724,0.00171602,0.0248341,0.00666391,0.0344826
630,Hankel Q rollout,1,1.0002,1.5553,102,33,102,33,1.6497,1.5585,0.00483945,0.0161736,0.017284,0.0472281
630,Hankel action rollout,23,2.0403,1.0089,102,33,102,33,2.0131,1.4277,0.00155042,0.0197367,0.00586363,0.0432623
660,Hankel Q rollout,1,1.0002,1.5591,102,34,102,34,1.6368,1.5706,0.00482405,0.016047,0.016601,0.0461953
660,Hankel action rollout,26,2.0925,1.0023,102,34,102,34,1.4385,1.3073,0.00152157,0.0141029,0.00472105,0.03845
690,Hankel Q rollout,1,1.0002,1.5476,102,34,102,34,1.6238,1.5508,0.00491835,0.0159196,0.016881,0.0456121
690,Hankel action rollout,27,2.1490,1.0018,102,34,102,34,2.0622,1.2590,0.00160971,0.0202178,0.00517168,0.0370289
720,Hankel Q rollout,1,1.0002,1.5448,102,34,102,34,1.6112,1.5520,0.00491593,0.0157961,0.016876,0.0456458
720,Hankel action rollout,27,2.1537,1.0050,102,34,102,34,1.6740,1.2589,0.00175616,0.0164119,0.00528561,0.0370272
750,Hankel Q rollout,1,1.0003,1.5411,102,33,102,33,1.6274,1.5474,0.00474936,0.0159553,0.0174452,0.0468899
750,Hankel action rollout,24,1.9454,1.0034,102,33,102,33,1.7694,1.3745,0.00138434,0.0173468,0.00462768,0.0416515
780,Hankel Q rollout,1,1.0003,1.5475,102,33,102,33,1.6330,1.5514,0.00480602,0.0160099,0.0175537,0.0470113
780,Hankel action rollout,23,1.8778,1.0030,102,33,102,33,1.7122,1.4342,0.00131578,0.0167859,0.00402943,0.0434602
810,Hankel Q rollout,1,1.0002,1.5349,102,33,102,33,1.6132,1.5311,0.00494463,0.0158156,0.0177793,0.0463976
810,Hankel action rollout,26,2.0709,1.0028,102,33,102,33,1.9448,1.2692,0.00144535,0.0190669,0.00527363,0.0384615
840,Hankel Q rollout,1,1.0001,1.5419,102,33,102,33,1.6173,1.5210,0.00504066,0.0158557,0.0180501,0.0460902
840,Hankel action rollout,22,1.9925,1.0316,102,33,102,33,2.5214,1.4789,0.00160646,0.0247201,0.0058569,0.0448147
870,Hankel Q rollout,1,1.0002,1.5369,102,33,102,33,1.6150,1.4976,0.00522,0.0158332,0.018516,0.0453816
870,Hankel action rollout,13,1.9731,1.0642,102,33,102,33,3.4415,1.8397,0.0023388,0.0337399,0.0181918,0.0557478
900,Hankel Q rollout,1,1.0002,1.5539,102,33,102,33,1.6260,1.5131,0.00520518,0.0159411,0.0184547,0.0458512
900,Hankel action rollout,12,1.8810,1.0562,102,33,102,33,4.6851,2.1849,0.0025122,0.0459326,0.0160171,0.0662082
930,Hankel Q rollout,1,1.0001,1.5350,102,33,102,33,1.6121,1.5028,0.00526193,0.0158046,0.0185398,0.0455381
930,Hankel action rollout,12,1.8835,1.0561,102,33,102,33,4.0809,2.1262,0.00260645,0.0400085,0.014867,0.0644307
960,Hankel Q rollout,1,1.0001,1.5513,102,33,102,33,1.6209,1.5157,0.00521052,0.0158913,0.0183952,0.0459305
960,Hankel action rollout,13,1.8570,1.0530,102,33,102,33,4.1827,2.0878,0.00242442,0.0410068,0.0129673,0.0632679
990,Hankel Q rollout,1,1.0001,1.5632,102,33,102,33,1.6404,1.5144,0.00534068,0.0160825,0.0185827,0.0458905
990,Hankel action rollout,21,1.8653,1.0695,102,33,102,33,2.6764,1.4802,0.00185849,0.0262393,0.0184895,0.0448531
1020,Hankel Q rollout,1,1.0001,1.5657,102,33,102,33,1.6434,1.5153,0.00531493,0.0161117,0.0184887,0.045919
1020,Hankel action rollout,17,1.8713,1.0723,102,33,102,33,2.2843,1.6962,0.00206903,0.0223955,0.0152413,0.0514012
1050,Hankel Q rollout,1,1.0001,1.5604,102,33,102,33,1.6360,1.5095,0.00539856,0.0160391,0.0186591,0.0457411
1050,Hankel action rollout,19,1.8524,1.0740,102,33,102,33,2.8197,1.5954,0.00179465,0.0276444,0.020087,0.0483446
1080,Hankel Q rollout,1,1.0001,1.5528,102,33,102,33,1.6361,1.5135,0.00536752,0.0160404,0.0185284,0.0458625
1080,Hankel action rollout,20,1.8732,1.0667,102,33,102,33,2.7752,1.5571,0.00176425,0.0272081,0.0197059,0.0471843
1110,Hankel Q rollout,1,1.0001,1.5521,102,33,102,33,1.6320,1.5168,0.00539584,0.0159999,0.018552,0.0459646
1110,Hankel action rollout,21,1.8232,1.0648,102,33,102,33,3.0315,1.5060,0.00172476,0.029721,0.0194684,0.0456362
1140,Hankel Q rollout,1,1.0001,1.5574,102,33,102,33,1.6348,1.5227,0.00532336,0.0160275,0.0183514,0.0461432
1140,Hankel action rollout,17,1.8227,1.0594,102,33,102,33,2.9604,1.7779,0.00196865,0.0290232,0.0112917,0.0538754
1170,Hankel Q rollout,1,1.0001,1.5574,102,33,102,33,1.6240,1.5185,0.00537208,0.015922,0.0184649,0.0460166
1170,Hankel action rollout,14,1.8027,1.0539,102,33,102,33,3.9486,2.0185,0.00202977,0.038712,0.00690918,0.0611658
1200,Hankel Q rollout,1,1.0001,1.5508,102,33,102,33,1.6209,1.5190,0.00536013,0.0158913,0.0184015,0.0460304
1200,Hankel action rollout,15,1.8080,1.0501,102,33,102,33,3.9184,1.9481,0.00180447,0.0384157,0.00653285,0.0590322
1230,Hankel Q rollout,1,1.0001,1.5591,102,33,102,33,1.6187,1.5147,0.00547523,0.0158692,0.0187079,0.0458996
1230,Hankel action rollout,16,1.7603,1.0620,102,33,102,33,3.4580,1.8623,0.00193739,0.0339022,0.00895863,0.0564344
1260,Hankel Q rollout,1,1.0001,1.5530,102,33,102,33,1.6162,1.5208,0.00541137,0.0158453,0.0184966,0.0460851
1260,Hankel action rollout,15,1.7674,1.0530,102,33,102,33,4.1106,2.0061,0.00187804,0.0403003,0.00610612,0.0607917
1290,Hankel Q rollout,1,1.0001,1.5520,102,33,102,33,1.6179,1.5149,0.00550158,0.0158621,0.018664,0.0459051
1290,Hankel action rollout,16,1.7731,1.0585,102,33,102,33,3.5977,1.8825,0.00195677,0.035272,0.00717285,0.0570463
1320,Hankel Q rollout,1,1.0001,1.5501,102,33,102,33,1.6115,1.5212,0.00548611,0.0157986,0.0186023,0.0460972
1320,Hankel action rollout,14,1.7325,1.0484,102,33,102,33,4.4665,2.0762,0.00193703,0.0437892,0.00589491,0.0629147
1350,Hankel Q rollout,1,1.0001,1.5555,102,33,102,33,1.6212,1.5188,0.00554083,0.0158945,0.0187591,0.0460246
1350,Hankel action rollout,20,1.7278,1.0605,102,33,102,33,2.7218,1.6176,0.00164209,0.0266847,0.00891384,0.0490183
1380,Hankel Q rollout,1,1.0002,1.5647,102,33,102,33,1.6326,1.5229,0.00555585,0.0160056,0.0187911,0.0461491
1380,Hankel action rollout,19,1.7462,1.0669,102,33,102,33,2.3962,1.6454,0.00164085,0.0234919,0.00966233,0.0498606
1410,Hankel Q rollout,1,1.0001,1.5558,102,33,102,33,1.6191,1.5187,0.00554056,0.015874,0.018741,0.0460204
1410,Hankel action rollout,19,1.7530,1.0567,102,33,102,33,3.1125,1.6708,0.00165772,0.0305149,0.00909265,0.0506304
1440,Hankel Q rollout,1,1.0001,1.5515,102,33,102,33,1.6217,1.5208,0.00550192,0.0158987,0.0186374,0.0460853
1440,Hankel action rollout,21,1.7464,1.0608,102,33,102,33,2.4275,1.5200,0.001635,0.0237987,0.00879886,0.04606
1470,Hankel Q rollout,1,1.0000,1.5412,102,33,102,33,1.6132,1.5126,0.00549721,0.015816,0.0186307,0.0458351
1470,Hankel action rollout,23,1.7681,1.0603,102,33,102,33,2.6349,1.4053,0.0015323,0.0258324,0.0123863,0.0425837
1500,Hankel Q rollout,1,1.0001,1.5511,102,33,102,33,1.6194,1.5167,0.00556376,0.0158766,0.0187711,0.0459618
1500,Hankel action rollout,20,1.7387,1.0681,102,33,102,33,2.5011,1.5499,0.00175018,0.0245211,0.0104821,0.0469679
1530,Hankel Q rollout,1,1.0001,1.5489,102,33,102,33,1.6149,1.5193,0.00551497,0.0158323,0.0186756,0.0460398
1530,Hankel action rollout,18,1.7411,1.0551,102,33,102,33,3.2317,1.7512,0.00182947,0.0316836,0.00865362,0.0530671
1560,Hankel Q rollout,1,1.0001,1.5491,102,33,102,33,1.6240,1.5142,0.00553933,0.0159212,0.0187594,0.0458839
1560,Hankel action rollout,22,1.7545,1.0725,102,33,102,33,3.0115,1.4464,0.0017998,0.0295244,0.015109,0.0438315
1590,Hankel Q rollout,1,1.0001,1.5448,102,33,102,33,1.6109,1.5119,0.00554099,0.0157931,0.0187448,0.0458144
1590,Hankel action rollout,22,1.7590,1.0598,102,33,102,33,2.7361,1.4623,0.00151589,0.0268243,0.0113531,0.044311
1620,Hankel Q rollout,1,1.0001,1.5397,102,33,102,33,1.6124,1.5059,0.00551825,0.0158077,0.0187569,0.0456324
1620,Hankel action rollout,17,1.8105,1.0607,102,33,102,33,2.7333,1.7320,0.00195373,0.0267973,0.00998402,0.0524839
1650,Hankel Q rollout,1,1.0001,1.5436,102,33,102,33,1.6173,1.5005,0.00555312,0.0158558,0.0188768,0.0454702
1650,Hankel action rollout,18,1.8154,1.0702,102,33,102,33,2.2080,1.6454,0.00201432,0.021647,0.0127613,0.0498603
1680,Hankel Q rollout,1,1.0001,1.5399,102,33,102,33,1.6151,1.4923,0.00558824,0.0158341,0.0190186,0.045221
1680,Hankel action rollout,24,1.8356,1.0730,102,33,102,33,2.7185,1.3443,0.00178433,0.0266524,0.0191344,0.0407367
1710,Hankel Q rollout,1,1.0001,1.5339,102,33,102,33,1.6067,1.4955,0.00557407,0.0157519,0.0189549,0.0453172
1710,Hankel action rollout,26,1.8215,1.0687,102,33,102,33,2.8748,1.2572,0.00157067,0.0281839,0.0168232,0.0380972
1740,Hankel Q rollout,1,1.0000,1.5399,102,33,102,33,1.6162,1.4934,0.00553272,0.015845,0.0189532,0.0452542
1740,Hankel action rollout,27,1.8645,1.0701,102,33,102,33,2.1653,1.2092,0.00170013,0.0212287,0.015916,0.0366434
1770,Hankel Q rollout,1,1.0001,1.5438,102,33,102,33,1.6268,1.4883,0.00565473,0.0159486,0.0192267,0.0450993
1770,Hankel action rollout,27,1.8975,1.0843,102,33,102,33,1.8532,1.2143,0.00221809,0.0181683,0.0182125,0.0367972
1800,Hankel Q rollout,1,1.0001,1.5444,102,33,102,33,1.6227,1.4947,0.00561491,0.0159085,0.0191417,0.0452935
1800,Hankel action rollout,26,1.8655,1.0844,102,33,102,33,2.2469,1.2532,0.00214493,0.0220281,0.016846,0.037977
1830,Hankel Q rollout,1,1.0001,1.5411,102,33,102,33,1.6274,1.4820,0.00566148,0.0159547,0.019285,0.0449092
