episode,matrix,eff_rank,stable_rank,spikiness,n_rows,n_cols,nnz_rows,nnz_cols,row_coherence,col_coherence,row_lev_min,row_lev_max,col_lev_min,col_lev_max
0,Hankel Q rollout,494,2.4338,8.1962,1503,500,1503,500,1.2392,1.0113,0.000522062,0.000824476,0.00197745,0.0020225
1,Hankel Q rollout,494,2.4338,8.1962,1503,500,1503,500,1.2392,1.0113,0.000522062,0.000824476,0.00197745,0.0020225
2,Hankel Q rollout,494,2.4338,8.1962,1503,500,1503,500,1.2392,1.0113,0.000522062,0.000824476,0.00197745,0.0020225
3,Hankel Q rollout,494,2.4338,8.1962,1503,500,1503,500,1.2392,1.0113,0.000522062,0.000824476,0.00197745,0.0020225
4,Hankel Q rollout,494,2.4338,8.1962,1503,500,1503,500,1.2392,1.0113,0.000522062,0.000824476,0.00197745,0.0020225
5,Hankel Q rollout,494,2.4338,8.1962,1503,500,1503,500,1.2392,1.0113,0.000522062,0.000824476,0.00197745,0.0020225
6,Hankel Q rollout,494,2.4338,8.1962,1503,500,1503,500,1.2392,1.0113,0.000522062,0.000824476,0.00197745,0.0020225
7,Hankel Q rollout,494,2.4338,8.1962,1503,500,1503,500,1.2392,1.0113,0.000522062,0.000824476,0.00197745,0.0020225
8,Hankel Q rollout,494,2.4338,8.1962,1503,500,1503,500,1.2392,1.0113,0.000522062,0.000824476,0.00197745,0.0020225
9,Hankel Q rollout,494,2.4338,8.1962,1503,500,1503,500,1.2392,1.0113,0.000522062,0.000824476,0.00197745,0.0020225
10,Hankel Q rollout,1,1.0000,1.0024,1503,500,1503,500,1.0014,1.0006,0.000660287,0.000666274,0.00198675,0.00200113
11,Hankel Q rollout,1,1.0000,1.0005,1503,500,1503,500,1.0010,1.0006,0.000661466,0.000665986,0.00198867,0.00200122
12,Hankel Q rollout,1,1.0000,1.0006,1503,500,1503,500,1.0008,1.0006,0.000660818,0.000665885,0.00198674,0.00200129
13,Hankel Q rollout,1,1.0000,1.0019,1503,500,1503,500,1.0021,1.0017,0.000663164,0.000666722,0.00199415,0.00200347
14,Hankel Q rollout,1,1.0000,1.0006,1503,500,1503,500,1.0012,1.0007,0.000661079,0.000666144,0.00198776,0.00200149
15,Hankel Q rollout,1,1.0000,1.0029,1503,500,1503,500,1.0026,1.0022,0.000662254,0.000667098,0.00199178,0.00200438
16,Hankel Q rollout,1,1.0000,1.0032,1503,500,1503,500,1.0061,1.0052,0.000653422,0.000669376,0.00196667,0.00201033
17,Hankel Q rollout,1,1.0000,1.0021,1503,500,1503,500,1.0014,1.0006,0.000657232,0.000666287,0.00197725,0.00200111
18,Hankel Q rollout,1,1.0000,1.0222,1503,500,1503,500,1.0152,1.0102,0.000644098,0.000675476,0.00195025,0.00202047
19,Hankel Q rollout,1,1.0000,1.0133,1503,500,1503,500,1.0025,1.0009,0.000651891,0.000666994,0.00196576,0.00200171
